state.abb,state.name,id_22,year_22,name,category_22,total_liabilities_22,current_liabilities_22,total_assets_22,current_assets_22,compensated_absences_22,expenses_22,revenues_22,unrestricted_22,ncesID,name_nces_22,enrollment_20_22,fte_20_22,revenue_nces_20_22,expenditure_nces_20_22,enrollment_21_22,fte_21_22,revenue_nces_21_22,expenditure_nces_21_22,county_22,city_22,zip_22,zip4_22,locale_22,latitude_22,longitude_22,congresstional_code_22,metro_code_22,enrollment_22_22,fte_22_22,url_22,modified_revenues_22,net_pension_liability_22,net_opeb_liability_22,assets_liab_ratio_22,name_state,state.abb_20,state.name_20,id_20,year_20,name_20,category_20,total_liabilities_20,current_liabilities_20,total_assets_20,current_assets_20,compensated_absences_20,expenses_20,revenues_20,unrestricted_20,name_nces_20,enrollment_20_20,fte_20_20,revenue_nces_20_20,expenditure_nces_20_20,enrollment_21_20,fte_21_20,revenue_nces_21_20,expenditure_nces_21_20,county_20,city_20,zip_20,zip4_20,locale_20,latitude_20,longitude_20,congresstional_code_20,metro_code_20,enrollment_22_20,fte_22_20,url_20,modified_revenues_20,net_pension_liability_20,net_opeb_liability_20,assets_liab_ratio_20,name_state_20,total_liabilities_growth,expenses_growth,net_opeb_liability_growth,net_pension_liability_growth,revenues_growth,total_assets_growth,assets_liab_ratio_growth
NY,New York,NA,2022,New York City Geographic District # 24,School District,3404066585.84037,406247194.163213,4024567214.7865,2067536700.69365,NA,2023751899.01735,2023751899.01735,NA,3600098,NA,57745,4182.78,NA,NA,54293,4182.09,NA,NA,Queens County,Corona,11368,NA,11-City: Large,40.7424,-73.8629,3614,1-Metropolitan Area,51878,4245.19,NA,-406247194.163213,855040234.376636,1776175947.80539,0.8458217751547611,"Corona, NY",NY,New York,NA,2020,New York City Geographic District # 24,School District,3585011228.28062,316352821.366374,4005394495.07858,2310542943.96812,NA,1858091153.91048,1858091153.91048,NA,NA,57745,4182.78,NA,NA,54293,4182.09,NA,NA,Queens County,Corona,11368,NA,11-City: Large,40.7424,-73.8629,3614,1-Metropolitan Area,51878,4245.19,NA,-316352821.366374,0,2140331631.75258,0.8950457271276315,"Corona, NY",-5.047254552868762,8.915641450540548,-0.17013984120255532,Inf,0.08915641450540548,0.004786724436626044,-0.05499601917640484
NY,New York,NA,2022,New York City Geographic District # 10,School District,3052820037.51539,364328823.556103,3609294684.99059,1854199178.83827,NA,1814932285.39617,1814932285.39617,NA,3600087,NA,53277,4107.9,NA,NA,51467,4058.62,NA,NA,Bronx County,Bronx,10458,NA,11-City: Large,40.860614,-73.890126,3615,1-Metropolitan Area,46525,4107.03,NA,-364328823.556103,766813425.81389,1592902308.71748,0.8458217751547624,"Bronx, NY",NY,New York,NA,2020,New York City Geographic District # 10,School District,3307622187.36006,291875127.958028,3695478439.93941,2131765458.92787,NA,1714321974.3162,1714321974.3162,NA,NA,53277,4107.9,NA,NA,51467,4058.62,NA,NA,Bronx County,Bronx,10458,NA,11-City: Large,40.860614,-73.890126,3615,1-Metropolitan Area,46525,4107.03,NA,-291875127.9580281,0,1974724189.88453,0.895045727127633,"Bronx, NY",-7.703484116728508,5.86881067776669,-0.19335453686288046,Inf,0.0586881067776669,-0.02332140651055541,-0.05499601917640488
NY,New York,NA,2022,New York City Geographic District # 20,School District,3116337066.99018,371909055.715207,3684389736.1474,1892777680.82893,NA,1852693799.68447,1852693799.68447,NA,3600151,NA,52014,3366.52,NA,NA,50119,3391.52,NA,NA,Kings County,Brooklyn,11209,NA,11-City: Large,40.62024,-74.028521,3611,1-Metropolitan Area,47493,3430.38,NA,-371909055.71520686,782767759.960862,1626044263.25458,0.8458217751547623,"Brooklyn, NY",NY,New York,NA,2020,New York City Geographic District # 20,School District,3229210737.34155,284955851.598417,3607872357.20871,2081229209.2399,NA,1673681760.83643,1673681760.83643,NA,NA,52014,3366.52,NA,NA,50119,3391.52,NA,NA,Kings County,Brooklyn,11209,NA,11-City: Large,40.62024,-74.028521,3611,1-Metropolitan Area,47493,3430.38,NA,-284955851.59841704,0,1927910806.02613,0.895045727127631,"Brooklyn, NY",-3.495394990674817,10.695703510479662,-0.15657702722968117,Inf,0.10695703510479662,0.02120844956884468,-0.05499601917640289
NC,North Carolina,36675,2022,Wake County Board Of Education,School District,2479311312,141417385,4485265347,306652440,106936900,1890940187,2291155195,0,3704720,wake county schools,163404,10449.95,1680930000,1935687000,159802,10515.93,1709851000,1903899000,Wake County,Cary,27518,9227,11-City: Large,35.754138,-78.736509,3704,1-Metropolitan Area,160099,10961.49,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Wake%20County%20Board%20of%20Education/NC%20Wake%20County%20Board%20of%20Education%202022.pdf,258797623,312359922,1807874920,0.5527680349298184,"Cary, NC",NC,North Carolina,36675,2020,Wake County Board Of Education,School District,2749372028,81754128,3964607742,0,101800437,1818653565,1970695735,-2758316201,wake county schools,163404,10449.95,1680930000,1935687000,159802,10515.93,1709851000,1903899000,Wake County,Cary,27518,9227,11-City: Large,35.754138,-78.736509,3704,1-Metropolitan Area,160099,10961.49,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Wake%20County%20Board%20of%20Education/NC%20Wake%20County%20Board%20of%20Education%202020.pdf,70288042,691000187,1853265163,0.6934789535100494,"Cary, NC",-9.822632704838155,3.974732922814797,-0.024492039189105506,-54.7959714227979,0.16261234766411062,0.13132638558016518,-0.20290582413211175
NC,North Carolina,36608,2022,Charlotte-Mecklenburg Board Of Education,School District,2193102000,111992000,2812012000,318044000,95980000,1743696000,2124930000,0,3702970,charlotte-mecklenburg schools,149845,9183.03,1629822000,1928007000,142733,9284.44,1676922000,2079414000,Mecklenburg County,Charlotte,28208,NA,11-City: Large,35.187118,-80.889273,3712,1-Metropolitan Area,143244,9030.26,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Charlotte-Mecklenburg%20Board%20of%20Education/NC%20Charlotte-Mecklenburg%20Board%20of%20Education%202022.pdf,269242000,288326000,1677649000,0.7799049221696067,"Charlotte, NC",NC,North Carolina,36608,2020,Charlotte-Mecklenburg Board Of Education,School District,2559051000,136582000,2456316000,0,93628000,1700351000,1799355000,-2547189000,charlotte-mecklenburg schools,149845,9183.03,1629822000,1928007000,142733,9284.44,1676922000,2079414000,Mecklenburg County,Charlotte,28208,NA,11-City: Large,35.187118,-80.889273,3712,1-Metropolitan Area,143244,9030.26,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Charlotte-Mecklenburg%20Board%20of%20Education/NC%20Charlotte-Mecklenburg%20Board%20of%20Education%202020.pdf,-37578000,622449000,1685915000,1.0418248303557034,"Charlotte, NC",-14.300183935372917,2.549179551751374,-0.004902975535540048,-53.67877528922048,0.18093983677484432,0.14480872982140736,-0.2514049392513241
NC,North Carolina,36571,2022,Guilford County Board Of Education,School District,970820060,46875286,944046417,102069347,39730450,871860532,984389389,0,3701920,guilford county schools,72682,4688.43,788567000,787207000,70047,4770.13,819880000,820562000,Guilford County,Greensboro,27401,NA,11-City: Large,36.08087,-79.793191,3713,1-Metropolitan Area,69173,4757.33,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Guilford%20County%20Board%20of%20Education/NC%20Guilford%20County%20Board%20of%20Education%202022.pdf,65653571,130946596,749622399,1.0283605154554598,"Greensboro, NC",NC,North Carolina,36571,2020,Guilford County Board Of Education,School District,1173118351,26838699,955169857,0,38729867,822101070,796869443,0,guilford county schools,72682,4688.43,788567000,787207000,70047,4770.13,819880000,820562000,Guilford County,Greensboro,27401,NA,11-City: Large,36.08087,-79.793191,3713,1-Metropolitan Area,69173,4757.33,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Guilford%20County%20Board%20of%20Education/NC%20Guilford%20County%20Board%20of%20Education%202020.pdf,-52070326,301635944,802892434,1.2281777344655045,"Greensboro, NC",-17.244491216726352,6.0527183111439085,-0.06634766096201623,-56.58786739288604,0.23532078892878316,-0.011645509872910489,-0.16269405754778962
NC,North Carolina,196971,2022,Winston-Salem/Forsyth County Board Of Education,School District,753614650,24987587,794648351,74753171,42636509,671313460,776047317,0,3701500,winston salem / forsyth county schools,54566,3765.57,560848000,577002000,51843,3635.2,581315000,624108000,Forsyth County,Winston Salem,27105,NA,12-City: Mid-size,36.17996,-80.281211,3705,1-Metropolitan Area,52681,3593.91,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Winston-Salem/Forsyth%20County%20Board%20of%20Education/NC%20Winston-Salem/Forsyth%20County%20Board%20of%20Education%202022.pdf,79746270,94326783,588962875,0.9483624411371867,"Winston Salem, NC",NC,North Carolina,196971,2020,Winston-Salem/Forsyth County Board Of Education,School District,895217484,39125474,738393012,0,34571857,604705844,604938088,-906530902,winston salem / forsyth county schools,54566,3765.57,560848000,577002000,51843,3635.2,581315000,624108000,Forsyth County,Winston Salem,27105,NA,12-City: Mid-size,36.17996,-80.281211,3705,1-Metropolitan Area,52681,3593.91,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Winston-Salem/Forsyth%20County%20Board%20of%20Education/NC%20Winston-Salem/Forsyth%20County%20Board%20of%20Education%202020.pdf,-38893230,213912827,604742509,1.2123861811411618,"Winston Salem, NC",-15.817702014407931,11.014878830904767,-0.026093145041338577,-55.90410153384584,0.2828541174613558,0.07618617468714614,-0.2177719806699397
NC,North Carolina,36539,2022,Cumberland County Board Of Education,School District,592275082,19700961,314331369,85723867,32583651,542096895,616885275,0,3700011,cumberland county schools,50750,3421.89,511445000,515721000,49278,3434.3,508036000,532708000,Cumberland County,Fayetteville,28306,NA,12-City: Mid-size,35.0142,-78.896331,3709,1-Metropolitan Area,48860,3516.85,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Cumberland%20County%20Board%20of%20Education/NC%20Cumberland%20County%20Board%20of%20Education%202022.pdf,55087419,79131743,455474809,1.884237910725353,"Fayetteville, NC",NC,North Carolina,36539,2020,Cumberland County Board Of Education,School District,746287666,35655479,328092055,0,27872841,517377178,508669063,-732191180,cumberland county schools,50750,3421.89,511445000,515721000,49278,3434.3,508036000,532708000,Cumberland County,Fayetteville,28306,NA,12-City: Mid-size,35.0142,-78.896331,3709,1-Metropolitan Area,48860,3516.85,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Cumberland%20County%20Board%20of%20Education/NC%20Cumberland%20County%20Board%20of%20Education%202020.pdf,-44363594,183778157,490167460,2.2746288873103007,"Fayetteville, NC",-20.637160577165428,4.777890879446561,-0.07077714012268378,-56.94170390445258,0.21274384441972638,-0.04194153985228322,-0.17162842640523063
PA,Pennsylvania,87525,2022,School District Of Philadelphia,School District,8177981593,759353591,4098528125,1548520042,218815836,4272581672,4651065458,-3647504211,4218990,philadelphia city sd,130617,7789.23,3705298000,3967179000,124111,7855.67,3812902000,3899835000,Philadelphia County,Philadelphia,19130,NA,11-City: Large,39.96101,-75.162641,4203,1-Metropolitan Area,118053,7968.97,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/PA/School%20District%20of%20Philadelphia/PA%20School%20District%20of%20Philadelphia%202022.pdf,-380869805,3253100000,208300000,1.9953459738671429,"Philadelphia, PA",PA,Pennsylvania,87525,2020,School District Of Philadelphia,School District,8193140034,511753446,3353252480,0,211189644,3931250090,3861891368,-3931249259,philadelphia city sd,130617,7789.23,3705298000,3967179000,124111,7855.67,3812902000,3899835000,Philadelphia County,Philadelphia,19130,NA,11-City: Large,39.96101,-75.162641,4203,1-Metropolitan Area,118053,7968.97,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/PA/School%20District%20of%20Philadelphia/PA%20School%20District%20of%20Philadelphia%202020.pdf,-581112168,3571478000,179300000,2.443341228513756,"Philadelphia, PA",-0.18501381566890474,8.682520170066311,0.16174010039040715,-8.914460623864965,0.20434911674087256,0.22225455716355721,-0.18335353630451418
SC,South Carolina,38341,2022,The School District Of Greenville County,School District,2631862828,134267805,1827469717,663777757,9779983,1060578074,1147588388,0,4502310,greenville 01,77302,5003.8,1004916000,930194000,74094,4990.38,1058506000,984000000,Greenville County,Greenville,29601,NA,21-Suburb: Large,34.8439,-82.396061,4504,1-Metropolitan Area,76939,5133.93,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/SC/The%20School%20District%20of%20Greenville%20County/SC%20The%20School%20District%20of%20Greenville%20County%202022.pdf,-47257491,860615385,1065211698,1.4401676829537307,"Greenville, SC",SC,South Carolina,38341,2020,The School District Of Greenville County,School District,2523154282,143896070,1696182521,0,11027109,940707649,954914212,0,greenville 01,77302,5003.8,1004916000,930194000,74094,4990.38,1058506000,984000000,Greenville County,Greenville,29601,NA,21-Suburb: Large,34.8439,-82.396061,4504,1-Metropolitan Area,76939,5133.93,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/SC/The%20School%20District%20of%20Greenville%20County/SC%20The%20School%20District%20of%20Greenville%20County%202020.pdf,-129689507,895763981,760663343,1.4875488048965693,"Greenville, SC",4.308438321648379,12.742580027644697,0.40037206709460166,-3.923867977004537,0.20177118905420585,0.07740157345955813,-0.031851810029273675
SC,South Carolina,43341,2022,Charleston County School District,School District,2171137557,108870742,2264868490,588583936,6664165,990803695,1091173718,0,4501440,charleston 01,50299,3462.4,973407000,952265000,48330,3586.55,1040191000,984936000,Charleston County,Charleston,29401,NA,12-City: Mid-size,32.7879,-79.930751,4501,1-Metropolitan Area,49331,3822.48,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/SC/Charleston%20County%20School%20District/SC%20Charleston%20County%20School%20District%202022.pdf,-8500719,595948185,718715844,0.9586152867533603,"Charleston, SC",SC,South Carolina,43341,2020,Charleston County School District,School District,2050410740,62734771,2099747035,0,61960176,794107999,895123983,0,charleston 01,50299,3462.4,973407000,952265000,48330,3586.55,1040191000,984936000,Charleston County,Charleston,29401,NA,12-City: Mid-size,32.7879,-79.930751,4501,1-Metropolitan Area,49331,3822.48,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/SC/Charleston%20County%20School%20District/SC%20Charleston%20County%20School%20District%202020.pdf,38281213,583236524,501590758,0.9765036958368655,"Charleston, SC",5.88793331232746,24.76938857783751,0.4328729796891513,2.179503593639825,0.21901964277947406,0.07863873707053479,-0.018318833978579873
TN,Tennessee,87787,2022,Board Of Education Of Shelby County,School District,1137820317,125479101,2129214223,0,12700849,1404707288,1627631646,-1043089199,4700148,memphis-shelby county schools,113198,6897,1347179000,1395085000,110780,6546.09,1385982000,1382789000,Shelby County,Memphis,38112,NA,11-City: Large,35.130137,-89.975672,4709,1-Metropolitan Area,105596,6694.54,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Board%20of%20Education%20of%20Shelby%20County/TN%20Board%20of%20Education%20of%20Shelby%20County%202022.pdf,97445257,-595022143,997809591,0.5343850819279446,"Memphis, TN",TN,Tennessee,87787,2020,Board Of Education Of Shelby County,School District,958891499,67233887,1548452567,0,12116958,1162335680,1336828018,-800936567,memphis-shelby county schools,113198,6897,1347179000,1395085000,110780,6546.09,1385982000,1382789000,Shelby County,Memphis,38112,NA,11-City: Large,35.130137,-89.975672,4709,1-Metropolitan Area,105596,6694.54,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Board%20of%20Education%20of%20Shelby%20County/TN%20Board%20of%20Education%20of%20Shelby%20County%202020.pdf,107258451,-190784362,879359591,0.6192579091123042,"Memphis, TN",18.65996498942786,20.852118038740752,0.1347002991862518,-211.88203098113462,0.21753256520989522,0.37505937758570035,-0.1370557015670955
TN,Tennessee,87787,2022,Board Of Education Of Shelby County,School District,1137820317,125479101,2129214223,0,12700849,1404707288,1627631646,-1043089199,4700148,memphis-shelby county schools,113198,6897,1347179000,1395085000,110780,6546.09,1385982000,1382789000,Shelby County,Memphis,38112,NA,11-City: Large,35.130137,-89.975672,4709,1-Metropolitan Area,105596,6694.54,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Board%20of%20Education%20of%20Shelby%20County/TN%20Board%20of%20Education%20of%20Shelby%20County%202022.pdf,97445257,-595022143,997809591,0.5343850819279446,"Memphis, TN",TN,Tennessee,107431,2020,Shelby County Board Of Education,School District,0,0,0,0,0,9991654,10050890,0,memphis-shelby county schools,113198,6897,1347179000,1395085000,110780,6546.09,1385982000,1382789000,Shelby County,Memphis,38112,NA,11-City: Large,35.130137,-89.975672,4709,1-Metropolitan Area,105596,6694.54,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Shelby%20County%20Board%20of%20Education/TN%20Shelby%20County%20Board%20of%20Education%202020.pdf,59236,0,0,NA,"Memphis, TN",Inf,13958.80635978788,Inf,-Inf,160.93905674024887,Inf,NA
TN,Tennessee,107203,2022,Metropolitan Nashville Public Schools,School District,215011546,0,1103122921,0,0,1382262484,1535487783,0,4703180,davidson county,85588,5529.6,1259031000,1151304000,80494,5245.5,1508635000,1215256000,Davidson County,Nashville,37204,NA,11-City: Large,36.1219,-86.766811,4705,1-Metropolitan Area,80381,4856.29,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Metropolitan%20Nashville%20Public%20Schools/TN%20Metropolitan%20Nashville%20Public%20Schools%202022.pdf,153225299,-338115259,805950838,0.19491168382675642,"Nashville, TN",TN,Tennessee,107203,2020,Metropolitan Nashville Public Schools,School District,134694725,0,62553403,0,0,1143811138,1143811138,0,davidson county,85588,5529.6,1259031000,1151304000,80494,5245.5,1508635000,1215256000,Davidson County,Nashville,37204,NA,11-City: Large,36.1219,-86.766811,4705,1-Metropolitan Area,80381,4856.29,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Metropolitan%20Nashville%20Public%20Schools/TN%20Metropolitan%20Nashville%20Public%20Schools%202020.pdf,0,-85027339,1196937989,2.1532757378523435,"Nashville, TN",59.62877982044211,20.847090754592738,-0.3266561464279834,-297.654757842063,0.3424312213682955,16.63489863213357,-0.9094813170462045
TN,Tennessee,107065,2022,Knox County Schools,School District,156187494,0,1070188228,0,0,623144333,781733372,0,4702220,knox county,61545,3925.3,604658000,596329000,59169,3931.42,653066000,611632000,Knox County,Knoxville,37902,NA,21-Suburb: Large,35.96136,-83.915571,4702,1-Metropolitan Area,60426,4016.73,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Knox%20County%20Schools/TN%20Knox%20County%20Schools%202022.pdf,158589039,16005458,46555298,0.14594394697453167,"Knoxville, TN",TN,Tennessee,107065,2020,Knox County Schools,School District,131523307,0,975690620,0,0,609489608,601675790,0,knox county,61545,3925.3,604658000,596329000,59169,3931.42,653066000,611632000,Knox County,Knoxville,37902,NA,21-Suburb: Large,35.96136,-83.915571,4702,1-Metropolitan Area,60426,4016.73,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Knox%20County%20Schools/TN%20Knox%20County%20Schools%202020.pdf,-7813818,15036000,29575244,0.1348002166916394,"Knoxville, TN",18.75271201932293,2.2403540307778305,0.5741306479162099,6.447579143389199,0.29926014141270335,0.0968520205718489,0.08266848938665997
TN,Tennessee,107389,2022,Rutherford County Schools,School District,190295261,41093720,1181535926,323095736,1923311,474092425,579138788,-175620631,4703690,rutherford county,47458,3083.9,461443000,493333000,47186,3008.05,501384000,563614000,Rutherford County,Murfreesboro,37128,NA,21-Suburb: Large,35.812086,-86.403053,4704,1-Metropolitan Area,49253,3082.8,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Rutherford%20County%20Schools/TN%20Rutherford%20County%20Schools%202022.pdf,63952643,-224126502,147335929,0.16105753266786405,"Murfreesboro, TN",TN,Tennessee,107389,2020,Rutherford County Schools,School District,194241342,54795278,872748668,229017352,1780810,443132101,444774269,NA,rutherford county,47458,3083.9,461443000,493333000,47186,3008.05,501384000,563614000,Rutherford County,Murfreesboro,37128,NA,21-Suburb: Large,35.812086,-86.403053,4704,1-Metropolitan Area,49253,3082.8,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TN/Rutherford%20County%20Schools/TN%20Rutherford%20County%20Schools%202020.pdf,-53153110,-56254755,137665254,0.22256274815649446,"Murfreesboro, TN",-2.031535078665179,6.986703046367657,0.07024775474572545,-298.4134354509232,0.3020959807366914,0.3538100593239748,-0.27635000015987926
TX,Texas,38988,2022,Houston Independent School District,School District,4017192671,625331314,6645999476,334694213,66046331,2733855715,3143925418,0,4823640,houston isd,210061,11770.28,2678991000,2751715000,196943,11750.11,2622407000,2620063000,Harris County,Houston,77092,8501,11-City: Large,29.802507,-95.454267,4802,1-Metropolitan Area,194607,10982.91,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Houston%20Independent%20School%20District/TX%20Houston%20Independent%20School%20District%202022.pdf,-215261611,261676905,531819720,0.6044527516902259,"Houston, TX",TX,Texas,38988,2020,Houston Independent School District,School District,4918438580,441644690,6592207393,0,50540164,2707336003,2881150552,-329518878,houston isd,210061,11770.28,2678991000,2751715000,196943,11750.11,2622407000,2620063000,Harris County,Houston,77092,8501,11-City: Large,29.802507,-95.454267,4802,1-Metropolitan Area,194607,10982.91,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Houston%20Independent%20School%20District/TX%20Houston%20Independent%20School%20District%202020.pdf,-267830141,594268532,716497750,0.7460988841495934,"Houston, TX",-18.323821561272805,0.9795500806184935,-0.2577510257359496,-55.966555368609015,0.09120483683769677,0.008159950043003752,-0.18984900724093198
TX,Texas,38892,2022,Dallas Independent School District,School District,5117424277,470557010,6031492924,1785978253,0,2127179752,2378029978,0,4816230,dallas isd,153861,9989.46,2222969000,2240796000,145113,10265.92,2213643000,2422714000,Dallas County,Dallas,75231,NA,11-City: Large,32.87655,-96.768441,4832,1-Metropolitan Area,143558,9873.5,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Dallas%20Independent%20School%20District/TX%20Dallas%20Independent%20School%20District%202022.pdf,-219706784,303114994,569594378,0.8484506806991655,"Dallas, TX",TX,Texas,38892,2020,Dallas Independent School District,School District,4757887523,430163655,4902079698,0,0,2185683004,2323118295,0,dallas isd,153861,9989.46,2222969000,2240796000,145113,10265.92,2213643000,2422714000,Dallas County,Dallas,75231,NA,11-City: Large,32.87655,-96.768441,4832,1-Metropolitan Area,143558,9873.5,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Dallas%20Independent%20School%20District/TX%20Dallas%20Independent%20School%20District%202020.pdf,-292728364,595195671,690114814,0.9705855098482326,"Dallas, TX",7.556646773635804,-2.6766576805938325,-0.1746382392539106,-49.07305130584527,0.023637058482206996,0.23039470909883195,-0.12583623793040644
TX,Texas,38984,2022,Cypress-Fairbanks Independent School District,School District,4220130011,259497886,3973329796,1380987634,4392460,1402098528,1445079192,0,4816110,cypress-fairbanks isd,117446,7375.24,1313144000,1401690000,114881,7659.35,1391872000,1582191000,Harris County,Houston,77065,4208,21-Suburb: Large,29.922756,-95.583673,4802,1-Metropolitan Area,117217,7682.15,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Cypress-Fairbanks%20Independent%20School%20District/TX%20Cypress-Fairbanks%20Independent%20School%20District%202022.pdf,-216517222,169555630,340606217,1.0621142033687858,"Houston, TX",TX,Texas,38984,2020,Cypress-Fairbanks Independent School District,School District,4145823676,228162072,3632272491,0,6016638,1433416147,1382684090,0,cypress-fairbanks isd,117446,7375.24,1313144000,1401690000,114881,7659.35,1391872000,1582191000,Harris County,Houston,77065,4208,21-Suburb: Large,29.922756,-95.583673,4802,1-Metropolitan Area,117217,7682.15,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Cypress-Fairbanks%20Independent%20School%20District/TX%20Cypress-Fairbanks%20Independent%20School%20District%202020.pdf,-278894129,354920841,416699640,1.141385643910932,"Houston, TX",1.7923177830778543,-2.1848239302692885,-0.18260976419370076,-52.22719817684642,0.045126072145662714,0.09389639842414566,-0.06945193411625925
TX,Texas,38820,2022,Northside Independent School District (Bexar County),School District,3044379243,152711986,3429226472,883699648,8432290,1245917923,1402718826,0,4833120,northside isd,107817,7001.95,1281221000,1325003000,103151,6844.94,1223549000,1344525000,Bexar County,San Antonio,78238,1699,11-City: Large,29.490785,-98.601414,4820,1-Metropolitan Area,102377,6792.17,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Northside%20Independent%20School%20District%20(Bexar%20County)/TX%20Northside%20Independent%20School%20District%20(Bexar%20County)%202022.pdf,4088917,137638982,288188237,0.8877743327417076,"San Antonio, TX",TX,Texas,38820,2020,Northside Independent School District (Bexar County),School District,3032820362,109812382,2963173954,0,8629236,1297554866,1322943080,0,northside isd,107817,7001.95,1281221000,1325003000,103151,6844.94,1223549000,1344525000,Bexar County,San Antonio,78238,1699,11-City: Large,29.490785,-98.601414,4820,1-Metropolitan Area,102377,6792.17,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Northside%20Independent%20School%20District%20(Bexar%20County)/TX%20Northside%20Independent%20School%20District%20(Bexar%20County)%202020.pdf,-84424168,330423641,386107674,1.0235039889932833,"San Antonio, TX",0.3811264638297756,-3.9795575781070673,-0.2536065548388971,-58.34469301789456,0.06030172212700187,0.15728152489018538,-0.13261272814879713
TX,Texas,38990,2022,Katy Independent School District,School District,2922065682,142808791,3162247613,842499353,35246339,1105704784,1171057117,0,4825170,katy isd,83423,5602.56,1047002000,1069512000,84176,5881.77,1079966000,1088519000,Fort Bend County,Katy,77494,1057,21-Suburb: Large,29.7803,-95.8327,4822,1-Metropolitan Area,88368,6080.62,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Katy%20Independent%20School%20District/TX%20Katy%20Independent%20School%20District%202022.pdf,-77456458,120591481,244188502,0.9240470828367102,"Katy, TX",TX,Texas,38990,2020,Katy Independent School District,School District,2787669152,108378177,2801085701,0,33037942,1072886090,1089968833,0,katy isd,83423,5602.56,1047002000,1069512000,84176,5881.77,1079966000,1088519000,Fort Bend County,Katy,77494,1057,21-Suburb: Large,29.7803,-95.8327,4822,1-Metropolitan Area,88368,6080.62,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Katy%20Independent%20School%20District/TX%20Katy%20Independent%20School%20District%202020.pdf,-91295434,223796599,281189550,0.9952102325911663,"Katy, TX",4.82110762331957,3.0589169070129336,-0.1315875643316048,-46.11558819980102,0.07439504832153306,0.12893640200693024,-0.07150564516320639
