"","state.abb","state.name","id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","ncesID","name_nces","enrollment_20","fte_20","revenue_nces_20","expenditure_nces_20","enrollment_21","fte_21","revenue_nces_21","expenditure_nces_21","county","city","zip","zip4","locale","latitude","longitude","congresstional_code","metro_code","enrollment_22","fte_22","url"
"185","MI","Michigan","161679",2023,"detroit public schools","School District",1699855634,198959935,NA,NA,NA,NA,51377371,30181225,NA,73573390,191175390,-149278890,"2601103","detroit public schools community district",50644,3106.83,"882259000","832841000",48782,3074.53,"932712000","872308000","Wayne County","DETROIT",48202,"3085","11-City: Large",42.36924,-83.076781,2613,"1-Metropolitan Area",48536,3143.83,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MI/Detroit%20Public%20Schools/MI%20Detroit%20Public%20Schools%202023.pdf"
"186","MI","Michigan","1268305",2021,"detroit public schools community district","School District",1716775333,141836711,1341688933,NA,217041209,NA,1467000499,378793693,NA,980465652,887358376,-1017195323,"2601103","detroit public schools community district",50644,3106.83,"882259000","832841000",48782,3074.53,"932712000","872308000","Wayne County","DETROIT",48202,"3085","11-City: Large",42.36924,-83.076781,2613,"1-Metropolitan Area",48536,3143.83,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MI/Detroit%20Public%20Schools%20Community%20District/MI%20Detroit%20Public%20Schools%20Community%20District%202021.pdf"
"187","MI","Michigan","1268305",2022,"detroit public schools community district","School District",1277426985,212754408,984686292,NA,65214137,NA,1728632728,685441109,"8466945",1087289445,1304182814,NA,"2601103","detroit public schools community district",50644,3106.83,"882259000","832841000",48782,3074.53,"932712000","872308000","Wayne County","DETROIT",48202,"3085","11-City: Large",42.36924,-83.076781,2613,"1-Metropolitan Area",48536,3143.83,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MI/Detroit%20Public%20Schools%20Community%20District/MI%20Detroit%20Public%20Schools%20Community%20District%202022.pdf"
"188","MI","Michigan","1268305",2023,"detroit public schools community district","School District",1997934317,237938027,1653494124,NA,97785485,NA,2085105825,1061054430,"6963033",1144940988,1417335465,-466142191,"2601103","detroit public schools community district",50644,3106.83,"882259000","832841000",48782,3074.53,"932712000","872308000","Wayne County","DETROIT",48202,"3085","11-City: Large",42.36924,-83.076781,2613,"1-Metropolitan Area",48536,3143.83,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/MI/Detroit%20Public%20Schools%20Community%20District/MI%20Detroit%20Public%20Schools%20Community%20District%202023.pdf"
"189","NC","North Carolina","36608",2020,"charlotte-mecklenburg board of education","School District",2559051000,136582000,622449000,0,1688234000,2319000,2456316000,0,"93628000",1700351000,1799355000,-2547189000,"3702970","charlotte-mecklenburg schools",149845,9183.03,"1629822000","1928007000",142733,9284.44,"1676922000","2079414000","Mecklenburg County","Charlotte",28208,NA,"11-City: Large",35.187118,-80.889273,3712,"1-Metropolitan Area",143244,9030.26,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Charlotte-Mecklenburg%20Board%20of%20Education/NC%20Charlotte-Mecklenburg%20Board%20of%20Education%202020.pdf"
"190","NC","North Carolina","36608",2021,"charlotte-mecklenburg board of education","School District",2521807000,177731000,729458000,0,1498015000,5531000,2711253000,0,"96835000",1680698000,1936224000,0,"3702970","charlotte-mecklenburg schools",149845,9183.03,"1629822000","1928007000",142733,9284.44,"1676922000","2079414000","Mecklenburg County","Charlotte",28208,NA,"11-City: Large",35.187118,-80.889273,3712,"1-Metropolitan Area",143244,9030.26,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Charlotte-Mecklenburg%20Board%20of%20Education/NC%20Charlotte-Mecklenburg%20Board%20of%20Education%202021.pdf"
"191","NC","North Carolina","36608",2022,"charlotte-mecklenburg board of education","School District",2193102000,111992000,288326000,0,1678546000,897000,2812012000,318044000,"95980000",1743696000,2124930000,0,"3702970","charlotte-mecklenburg schools",149845,9183.03,"1629822000","1928007000",142733,9284.44,"1676922000","2079414000","Mecklenburg County","Charlotte",28208,NA,"11-City: Large",35.187118,-80.889273,3712,"1-Metropolitan Area",143244,9030.26,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Charlotte-Mecklenburg%20Board%20of%20Education/NC%20Charlotte-Mecklenburg%20Board%20of%20Education%202022.pdf"
"192","NC","North Carolina","36608",2023,"charlotte-mecklenburg board of education","School District",2471387000,140977000,922840000,NA,1293636000,NA,3010237000,361639000,"102372000",1862522000,2210876000,-2069305000,"3702970","charlotte-mecklenburg schools",149845,9183.03,"1629822000","1928007000",142733,9284.44,"1676922000","2079414000","Mecklenburg County","Charlotte",28208,NA,"11-City: Large",35.187118,-80.889273,3712,"1-Metropolitan Area",143244,9030.26,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Charlotte-Mecklenburg%20Board%20of%20Education/NC%20Charlotte-Mecklenburg%20Board%20of%20Education%202023.pdf"
"193","NC","North Carolina","36539",2020,"cumberland county board of education","School District",746287666,35655479,183778157,0,490843482,676022,328092055,0,"27872841",517377178,508669063,-732191180,"3700011","cumberland county schools",50750,3421.89,"511445000","515721000",49278,3434.3,"508036000","532708000","Cumberland County","Fayetteville",28306,NA,"12-City: Mid-size",35.0142,-78.896331,3709,"1-Metropolitan Area",48860,3516.85,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Cumberland%20County%20Board%20of%20Education/NC%20Cumberland%20County%20Board%20of%20Education%202020.pdf"
"194","NC","North Carolina","36539",2021,"cumberland county board of education","School District",687684162,35285853,204652114,0,411166846,730423,334873959,0,"28819461",481496930,513093146,-700926067,"3700011","cumberland county schools",50750,3421.89,"511445000","515721000",49278,3434.3,"508036000","532708000","Cumberland County","Fayetteville",28306,NA,"12-City: Mid-size",35.0142,-78.896331,3709,"1-Metropolitan Area",48860,3516.85,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Cumberland%20County%20Board%20of%20Education/NC%20Cumberland%20County%20Board%20of%20Education%202021.pdf"
"195","NC","North Carolina","36539",2022,"cumberland county board of education","School District",592275082,19700961,79131743,0,455719306,244497,314331369,85723867,"32583651",542096895,616885275,0,"3700011","cumberland county schools",50750,3421.89,"511445000","515721000",49278,3434.3,"508036000","532708000","Cumberland County","Fayetteville",28306,NA,"12-City: Mid-size",35.0142,-78.896331,3709,"1-Metropolitan Area",48860,3516.85,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Cumberland%20County%20Board%20of%20Education/NC%20Cumberland%20County%20Board%20of%20Education%202022.pdf"
"196","NC","North Carolina","36539",2023,"cumberland county board of education","School District",709052468,35455253,274982143,NA,376974663,NA,355386717,114167199,"30980940",556393660,650547669,-534429804,"3700011","cumberland county schools",50750,3421.89,"511445000","515721000",49278,3434.3,"508036000","532708000","Cumberland County","Fayetteville",28306,NA,"12-City: Mid-size",35.0142,-78.896331,3709,"1-Metropolitan Area",48860,3516.85,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Cumberland%20County%20Board%20of%20Education/NC%20Cumberland%20County%20Board%20of%20Education%202023.pdf"
"197","NC","North Carolina","36571",2020,"guilford county board of education","School District",1173118351,26838699,301635944,0,804006602,1114168,955169857,0,"38729867",822101070,796869443,0,"3701920","guilford county schools",72682,4688.43,"788567000","787207000",70047,4770.13,"819880000","820562000","Guilford County","Greensboro",27401,NA,"11-City: Large",36.08087,-79.793191,3713,"1-Metropolitan Area",69173,4757.33,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Guilford%20County%20Board%20of%20Education/NC%20Guilford%20County%20Board%20of%20Education%202020.pdf"
"198","NC","North Carolina","36571",2021,"guilford county board of education","School District",1108660665,30725458,344503647,0,691599796,1704037,931228104,0,"39069190",825832880,833573949,0,"3701920","guilford county schools",72682,4688.43,"788567000","787207000",70047,4770.13,"819880000","820562000","Guilford County","Greensboro",27401,NA,"11-City: Large",36.08087,-79.793191,3713,"1-Metropolitan Area",69173,4757.33,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Guilford%20County%20Board%20of%20Education/NC%20Guilford%20County%20Board%20of%20Education%202021.pdf"
"199","NC","North Carolina","36571",2022,"guilford county board of education","School District",970820060,46875286,130946596,0,750028289,405890,944046417,102069347,"39730450",871860532,984389389,0,"3701920","guilford county schools",72682,4688.43,"788567000","787207000",70047,4770.13,"819880000","820562000","Guilford County","Greensboro",27401,NA,"11-City: Large",36.08087,-79.793191,3713,"1-Metropolitan Area",69173,4757.33,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Guilford%20County%20Board%20of%20Education/NC%20Guilford%20County%20Board%20of%20Education%202022.pdf"
"200","NC","North Carolina","36571",2023,"guilford county board of education","School District",1089081793,56730721,415824593,NA,572928690,NA,987474782,111898478,"40099168",876366627,1023480716,-985019070,"3701920","guilford county schools",72682,4688.43,"788567000","787207000",70047,4770.13,"819880000","820562000","Guilford County","Greensboro",27401,NA,"11-City: Large",36.08087,-79.793191,3713,"1-Metropolitan Area",69173,4757.33,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Guilford%20County%20Board%20of%20Education/NC%20Guilford%20County%20Board%20of%20Education%202023.pdf"
"201","NC","North Carolina","36675",2020,"wake county board of education","School District",2749372028,81754128,691000187,0,1855820546,2555383,3964607742,0,"101800437",1818653565,1970695735,-2758316201,"3704720","wake county schools",163404,10449.95,"1680930000","1935687000",159802,10515.93,"1709851000","1903899000","Wake County","Cary",27518,"9227","11-City: Large",35.754138,-78.736509,3704,"1-Metropolitan Area",160099,10961.49,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Wake%20County%20Board%20of%20Education/NC%20Wake%20County%20Board%20of%20Education%202020.pdf"
"202","NC","North Carolina","36675",2021,"wake county board of education","School District",2669911665,103754394,809760809,0,1632187418,2904179,4190473653,0,"103455627",1767842436,2000835184,0,"3704720","wake county schools",163404,10449.95,"1680930000","1935687000",159802,10515.93,"1709851000","1903899000","Wake County","Cary",27518,"9227","11-City: Large",35.754138,-78.736509,3704,"1-Metropolitan Area",160099,10961.49,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Wake%20County%20Board%20of%20Education/NC%20Wake%20County%20Board%20of%20Education%202021.pdf"
"203","NC","North Carolina","36675",2022,"wake county board of education","School District",2479311312,141417385,312359922,0,1808842283,967363,4485265347,306652440,"106936900",1890940187,2291155195,0,"3704720","wake county schools",163404,10449.95,"1680930000","1935687000",159802,10515.93,"1709851000","1903899000","Wake County","Cary",27518,"9227","11-City: Large",35.754138,-78.736509,3704,"1-Metropolitan Area",160099,10961.49,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Wake%20County%20Board%20of%20Education/NC%20Wake%20County%20Board%20of%20Education%202022.pdf"
"204","NC","North Carolina","36675",2023,"wake county board of education","School District",2679746884,194183640,984542045,NA,1359552937,NA,4559086603,287587463,"110359767",1882673961,2211240115,-2223194358,"3704720","wake county schools",163404,10449.95,"1680930000","1935687000",159802,10515.93,"1709851000","1903899000","Wake County","Cary",27518,"9227","11-City: Large",35.754138,-78.736509,3704,"1-Metropolitan Area",160099,10961.49,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Wake%20County%20Board%20of%20Education/NC%20Wake%20County%20Board%20of%20Education%202023.pdf"
"205","NC","North Carolina","196971",2020,"winston-salem/forsyth county board of education","School District",895217484,39125474,213912827,0,605527697,785188,738393012,0,"34571857",604705844,604938088,-906530902,"3701500","winston salem / forsyth county schools",54566,3765.57,"560848000","577002000",51843,3635.2,"581315000","624108000","Forsyth County","Winston Salem",27105,NA,"12-City: Mid-size",36.17996,-80.281211,3705,"1-Metropolitan Area",52681,3593.91,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Winston-Salem/Forsyth%20County%20Board%20of%20Education/NC%20Winston-Salem/Forsyth%20County%20Board%20of%20Education%202020.pdf"
"206","NC","North Carolina","196971",2021,"winston-salem/forsyth county board of education","School District",871012617,37856969,247807799,0,540312747,882663,782095442,0,"41916316",594692776,649542063,0,"3701500","winston salem / forsyth county schools",54566,3765.57,"560848000","577002000",51843,3635.2,"581315000","624108000","Forsyth County","Winston Salem",27105,NA,"12-City: Mid-size",36.17996,-80.281211,3705,"1-Metropolitan Area",52681,3593.91,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Winston-Salem/Forsyth%20County%20Board%20of%20Education/NC%20Winston-Salem/Forsyth%20County%20Board%20of%20Education%202021.pdf"
"207","NC","North Carolina","196971",2022,"winston-salem/forsyth county board of education","School District",753614650,24987587,94326783,0,589252692,289817,794648351,74753171,"42636509",671313460,776047317,0,"3701500","winston salem / forsyth county schools",54566,3765.57,"560848000","577002000",51843,3635.2,"581315000","624108000","Forsyth County","Winston Salem",27105,NA,"12-City: Mid-size",36.17996,-80.281211,3705,"1-Metropolitan Area",52681,3593.91,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Winston-Salem/Forsyth%20County%20Board%20of%20Education/NC%20Winston-Salem/Forsyth%20County%20Board%20of%20Education%202022.pdf"
"208","NC","North Carolina","196971",2023,"winston-salem/forsyth county board of education","School District",856950361,14975656,309566042,NA,483321715,NA,787153103,64683683,"46635262",714691119,782088836,-731933834,"3701500","winston salem / forsyth county schools",54566,3765.57,"560848000","577002000",51843,3635.2,"581315000","624108000","Forsyth County","Winston Salem",27105,NA,"12-City: Mid-size",36.17996,-80.281211,3705,"1-Metropolitan Area",52681,3593.91,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NC/Winston-Salem/Forsyth%20County%20Board%20of%20Education/NC%20Winston-Salem/Forsyth%20County%20Board%20of%20Education%202023.pdf"
"209","NE","Nebraska","35480",2020,"douglas county school district no. 0001","School District",1787588000,128489000,848152000,0,24055000,0,1395333000,0,"0",937158000,852021000,0,"3174820","omaha public schools",53483,3498.07,"783830000","816217000",51914,3259.94,"765346000","990674000","Douglas County","OMAHA",68131,"2024","11-City: Large",41.267518,-95.960099,3102,"1-Metropolitan Area",51626,3445.22,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NE/Douglas%20County%20School%20District%20No.%200001/NE%20Douglas%20County%20School%20District%20No.%200001%202020.pdf"
"210","NE","Nebraska","35480",2021,"douglas county school district no. 0001","School District",1915307000,114746000,833386000,0,28475000,0,1542182000,0,"0",923968000,868567000,0,"3174820","omaha public schools",53483,3498.07,"783830000","816217000",51914,3259.94,"765346000","990674000","Douglas County","OMAHA",68131,"2024","11-City: Large",41.267518,-95.960099,3102,"1-Metropolitan Area",51626,3445.22,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NE/Douglas%20County%20School%20District%20No.%200001/NE%20Douglas%20County%20School%20District%20No.%200001%202021.pdf"
"211","NE","Nebraska","35480",2022,"douglas county school district no. 0001","School District",1854851000,163255000,709651000,0,26659000,0,1539810000,596414000,"26473000",961290000,885291000,-540775000,"3174820","omaha public schools",53483,3498.07,"783830000","816217000",51914,3259.94,"765346000","990674000","Douglas County","OMAHA",68131,"2024","11-City: Large",41.267518,-95.960099,3102,"1-Metropolitan Area",51626,3445.22,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NE/Douglas%20County%20School%20District%20No.%200001/NE%20Douglas%20County%20School%20District%20No.%200001%202022.pdf"
"212","NE","Nebraska","35480",2023,"douglas county school district no. 0001","School District",2190600000,192815000,1086069000,NA,19766000,NA,1532252000,602702000,"22293000",1099879000,1016860000,-536543000,"3174820","omaha public schools",53483,3498.07,"783830000","816217000",51914,3259.94,"765346000","990674000","Douglas County","OMAHA",68131,"2024","11-City: Large",41.267518,-95.960099,3102,"1-Metropolitan Area",51626,3445.22,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NE/Douglas%20County%20School%20District%20No.%200001/NE%20Douglas%20County%20School%20District%20No.%200001%202023.pdf"
"213","NM","New Mexico","35931",2020,"albuquerque municipal school district no. 12","School District",2397848787,105373655,1284568723,0,363064860,0,2037466457,0,"4774958",572543455,1131467933,0,"3500060","albuquerque public schools",88312,6183.24,"1228951000","1147156000",83031,6050.39,"1169123000","1201928000","Bernalillo County","ALBUQUERQUE",87110,NA,"11-City: Large",35.102965,-106.572756,3501,"1-Metropolitan Area",81762,6029.47,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NM/Albuquerque%20Municipal%20School%20District%20No.%2012/NM%20Albuquerque%20Municipal%20School%20District%20No.%2012%202020.pdf"
"214","NM","New Mexico","35931",2021,"albuquerque municipal school district no. 12","School District",4771504689,113733231,3536282260,0,485256883,0,2066405273,0,"4626839",1868948339,1120662608,0,"3500060","albuquerque public schools",88312,6183.24,"1228951000","1147156000",83031,6050.39,"1169123000","1201928000","Bernalillo County","ALBUQUERQUE",87110,NA,"11-City: Large",35.102965,-106.572756,3501,"1-Metropolitan Area",81762,6029.47,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NM/Albuquerque%20Municipal%20School%20District%20No.%2012/NM%20Albuquerque%20Municipal%20School%20District%20No.%2012%202021.pdf"
"215","NM","New Mexico","35931",2022,"albuquerque municipal school district no. 12","School District",2349381349,220777046,1208673186,0,372367571,0,2108907064,539673655,"4686383",1162855785,1207207943,-2333383043,"3500060","albuquerque public schools",88312,6183.24,"1228951000","1147156000",83031,6050.39,"1169123000","1201928000","Bernalillo County","ALBUQUERQUE",87110,NA,"11-City: Large",35.102965,-106.572756,3501,"1-Metropolitan Area",81762,6029.47,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NM/Albuquerque%20Municipal%20School%20District%20No.%2012/NM%20Albuquerque%20Municipal%20School%20District%20No.%2012%202022.pdf"
"216","NM","New Mexico","35931",2023,"albuquerque municipal school district no. 12","School District",2495671766,248554843,1442645914,NA,264483026,NA,2215991277,659004213,"5053681",1245649012,1411251550,-2234446038,"3500060","albuquerque public schools",88312,6183.24,"1228951000","1147156000",83031,6050.39,"1169123000","1201928000","Bernalillo County","ALBUQUERQUE",87110,NA,"11-City: Large",35.102965,-106.572756,3501,"1-Metropolitan Area",81762,6029.47,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NM/Albuquerque%20Municipal%20School%20District%20No.%2012/NM%20Albuquerque%20Municipal%20School%20District%20No.%2012%202023.pdf"
"217","NV","Nevada","35528",2020,"clark county school district","School District",7278369954,464414104,3186524832,0,281606000,0,7030148493,0,"69731754",3532293031,3748080450,0,"3200060","clark county school district",328991,16490,"3780288000","3772124000",315646,14395,"3813021000","3820370000","Clark County","LAS VEGAS",89146,NA,"11-City: Large",36.145349,-115.211177,3201,"1-Metropolitan Area",315787,NA,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Clark%20County%20School%20District/NV%20Clark%20County%20School%20District%202020.pdf"
"218","NV","Nevada","35528",2021,"clark county school district","School District",7397686653,523387980,3246664848,0,341397008,0,7260377355,0,"75398564",3587025211,3773255454,0,"3200060","clark county school district",328991,16490,"3780288000","3772124000",315646,14395,"3813021000","3820370000","Clark County","LAS VEGAS",89146,NA,"11-City: Large",36.145349,-115.211177,3201,"1-Metropolitan Area",315787,NA,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Clark%20County%20School%20District/NV%20Clark%20County%20School%20District%202021.pdf"
"219","NV","Nevada","35528",2022,"clark county school district","School District",6616725990,581596630,2167406738,0,375206564,0,7961926100,2708997383,"72397969",3731048703,4480642764,0,"3200060","clark county school district",328991,16490,"3780288000","3772124000",315646,14395,"3813021000","3820370000","Clark County","LAS VEGAS",89146,NA,"11-City: Large",36.145349,-115.211177,3201,"1-Metropolitan Area",315787,NA,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Clark%20County%20School%20District/NV%20Clark%20County%20School%20District%202022.pdf"
"220","NV","Nevada","35528",2023,"clark county school district","School District",8468172963,828217664,4193536127,NA,337180780,NA,8241683650,2916389185,"76154940",4449779593,4766001574,-2672257116,"3200060","clark county school district",328991,16490,"3780288000","3772124000",315646,14395,"3813021000","3820370000","Clark County","LAS VEGAS",89146,NA,"11-City: Large",36.145349,-115.211177,3201,"1-Metropolitan Area",315787,NA,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Clark%20County%20School%20District/NV%20Clark%20County%20School%20District%202023.pdf"
"221","NV","Nevada","35535",2020,"washoe county school district","School District",2191603737,94937135,716187044,0,196695810,0,1704169634,0,"35685729",781154443,770757665,-795684013,"3200480","washoe county school district",67301,3875,"794783000","914736000",64584,3994,"811167000","913412000","Washoe County","RENO",89520,NA,"11-City: Large",39.53761,-119.810017,3202,"1-Metropolitan Area",65538,NA,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Washoe%20County%20School%20District/NV%20Washoe%20County%20School%20District%202020.pdf"
"222","NV","Nevada","35535",2021,"washoe county school district","School District",2225904426,106134180,732973503,0,101100866,0,1880545241,0,"34971405",733442617,786858586,0,"3200480","washoe county school district",67301,3875,"794783000","914736000",64584,3994,"811167000","913412000","Washoe County","RENO",89520,NA,"11-City: Large",39.53761,-119.810017,3202,"1-Metropolitan Area",65538,NA,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Washoe%20County%20School%20District/NV%20Washoe%20County%20School%20District%202021.pdf"
"223","NV","Nevada","35535",2022,"washoe county school district","School District",1956695511,111046032,480019715,0,84116082,0,1931063750,644495587,"35618224",719872778,845829655,0,"3200480","washoe county school district",67301,3875,"794783000","914736000",64584,3994,"811167000","913412000","Washoe County","RENO",89520,NA,"11-City: Large",39.53761,-119.810017,3202,"1-Metropolitan Area",65538,NA,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Washoe%20County%20School%20District/NV%20Washoe%20County%20School%20District%202022.pdf"
"224","NV","Nevada","35535",2023,"washoe county school district","School District",2344061614,196695902,929863050,NA,65902136,NA,1958517604,587314151,"34527907",852250970,900443385,-688245611,"3200480","washoe county school district",67301,3875,"794783000","914736000",64584,3994,"811167000","913412000","Washoe County","RENO",89520,NA,"11-City: Large",39.53761,-119.810017,3202,"1-Metropolitan Area",65538,NA,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/NV/Washoe%20County%20School%20District/NV%20Washoe%20County%20School%20District%202023.pdf"
"225","NY","New York","NA",2020,"new york city geographic district # 10","School District",3307622187.36006,291875127.958028,0,0,1974724189.88453,0,3695478439.93941,2131765458.92787,"NA",1714321974.3162,1714321974.3162,NA,"3600087",NA,53277,4107.9,"NA","NA",51467,4058.62,"NA","NA","Bronx County","BRONX",10458,"NA","11-City: Large",40.860614,-73.890126,3615,"1-Metropolitan Area",46525,4107.03,NA
"226","NY","New York","NA",2021,"new york city geographic district # 10","School District",2740776182.58937,310296075.463954,0,64112293.8792588,2197493048.37381,0,3729115260.30072,2028361791.76533,"NA",1650455109.70609,1650455109.70609,NA,"3600087",NA,53277,4107.9,"NA","NA",51467,4058.62,"NA","NA","Bronx County","BRONX",10458,"NA","11-City: Large",40.860614,-73.890126,3615,"1-Metropolitan Area",46525,4107.03,NA
"227","NY","New York","NA",2022,"new york city geographic district # 10","School District",3052820037.51539,364328823.556103,766813425.81389,0,1592902308.71748,0,3609294684.99059,1854199178.83827,"NA",1814932285.39617,1814932285.39617,NA,"3600087",NA,53277,4107.9,"NA","NA",51467,4058.62,"NA","NA","Bronx County","BRONX",10458,"NA","11-City: Large",40.860614,-73.890126,3615,"1-Metropolitan Area",46525,4107.03,NA
"228","NY","New York","NA",2020,"new york city geographic district # 2","School District",3863393605.0684,340918169.898833,0,0,2306532117.27996,0,4316420365.99264,2489960634.86349,"NA",2002375173.89723,2002375173.89723,NA,"3600077",NA,62229,4633.68,"NA","NA",60446,4496.55,"NA","NA","New York County","NEW YORK",10001,"NA","11-City: Large",40.74741,-73.992971,3612,"1-Metropolitan Area",56893,4707.28,NA
"229","NY","New York","NA",2021,"new york city geographic district # 2","School District",3218935572.94571,364430733.819615,0,75297408.3553671,2580870553.98612,0,4379701576.23599,2382232437.58228,"NA",1938395662.48847,1938395662.48847,NA,"3600077",NA,62229,4633.68,"NA","NA",60446,4496.55,"NA","NA","New York County","NEW YORK",10001,"NA","11-City: Large",40.74741,-73.992971,3612,"1-Metropolitan Area",56893,4707.28,NA
"230","NY","New York","NA",2022,"new york city geographic district # 2","School District",3733134667.26196,445518748.169314,937696211.388064,0,1947877292.85038,0,4413618538.70327,2267403629.91179,"NA",2219386190.50068,2219386190.50068,NA,"3600077",NA,62229,4633.68,"NA","NA",60446,4496.55,"NA","NA","New York County","NEW YORK",10001,"NA","11-City: Large",40.74741,-73.992971,3612,"1-Metropolitan Area",56893,4707.28,NA
"231","NY","New York","NA",2020,"new york city geographic district # 20","School District",3229210737.34155,284955851.598417,0,0,1927910806.02613,0,3607872357.20871,2081229209.2399,"NA",1673681760.83643,1673681760.83643,NA,"3600151",NA,52014,3366.52,"NA","NA",50119,3391.52,"NA","NA","Kings County","BROOKLYN",11209,"NA","11-City: Large",40.62024,-74.028521,3611,"1-Metropolitan Area",47493,3430.38,NA
"232","NY","New York","NA",2021,"new york city geographic district # 20","School District",2668991032.99584,302168943.326362,0,62433094.15615,2139937320.83562,0,3631443988.01197,1975235872.33542,"NA",1607227148.33504,1607227148.33504,NA,"3600151",NA,52014,3366.52,"NA","NA",50119,3391.52,"NA","NA","Kings County","BROOKLYN",11209,"NA","11-City: Large",40.62024,-74.028521,3611,"1-Metropolitan Area",47493,3430.38,NA
"233","NY","New York","NA",2022,"new york city geographic district # 20","School District",3116337066.99018,371909055.715207,782767759.960862,0,1626044263.25458,0,3684389736.1474,1892777680.82893,"NA",1852693799.68447,1852693799.68447,NA,"3600151",NA,52014,3366.52,"NA","NA",50119,3391.52,"NA","NA","Kings County","BROOKLYN",11209,"NA","11-City: Large",40.62024,-74.028521,3611,"1-Metropolitan Area",47493,3430.38,NA
"234","NY","New York","NA",2020,"new york city geographic district # 24","School District",3585011228.28062,316352821.366374,0,0,2140331631.75258,0,4005394495.07858,2310542943.96812,"NA",1858091153.91048,1858091153.91048,NA,"3600098",NA,57745,4182.78,"NA","NA",54293,4182.09,"NA","NA","Queens County","CORONA",11368,"NA","11-City: Large",40.7424,-73.8629,3614,"1-Metropolitan Area",51878,4245.19,NA
"235","NY","New York","NA",2021,"new york city geographic district # 24","School District",2891269381.95979,327334113.609972,0,67632633.9515922,2318155129.99319,0,3933877141.22656,2139737050.15477,"NA",1741079901.1264,1741079901.1264,NA,"3600098",NA,57745,4182.78,"NA","NA",54293,4182.09,"NA","NA","Queens County","CORONA",11368,"NA","11-City: Large",40.7424,-73.8629,3614,"1-Metropolitan Area",51878,4245.19,NA
"236","NY","New York","NA",2022,"new york city geographic district # 24","School District",3404066585.84037,406247194.163213,855040234.376636,0,1776175947.80539,0,4024567214.7865,2067536700.69365,"NA",2023751899.01735,2023751899.01735,NA,"3600098",NA,57745,4182.78,"NA","NA",54293,4182.09,"NA","NA","Queens County","CORONA",11368,"NA","11-City: Large",40.7424,-73.8629,3614,"1-Metropolitan Area",51878,4245.19,NA
