"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"1600000US2706382","Blaine city, Minnesota","25869","1539","3.6","2.2","1.7","1.3","1.4","1.1","4.4","2.5","9.5","2.9","21.3","4.7","14.7","3.4","19.7","4.8","9.9","3.0","13.7","3.6","89533","7789","112265","8466","34.1","(X)","(X)","(X)","(X)","(X)","18491","1029","3.1","2.3","0.8","1.3","1.2","1.6","4.5","2.9","7.5","3.1","17.5","5.2","13.8","3.8","22.8","6.1","12.0","4.0","16.8","4.6","101043","9450","125898","11565","(X)","(X)","35.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","121933","17903","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7378","1494","4.8","4.4","4.0","3.5","4.3","3.8","8.0","5.8","17.9","7.9","29.3","9.0","16.9","7.7","8.1","5.9","3.4","3.2","3.2","2.8","56959","5877","66453","9178","(X)","(X)","(X)","(X)","28.6","(X)",
"1600000US2706616","Bloomington city, Minnesota","38725","1897","5.1","1.6","1.6","0.9","6.3","2.0","5.8","1.8","12.0","2.3","15.7","3.3","15.0","3.2","18.7","3.8","11.4","2.6","8.3","1.9","80577","5749","101250","6982","29.9","(X)","(X)","(X)","(X)","(X)","22215","1195","1.2","0.9","0.8","0.8","2.8","1.8","3.6","2.4","8.4","2.9","14.6","4.1","18.7","4.4","23.5","4.7","13.3","4.1","13.1","3.2","99802","10096","125089","11396","(X)","(X)","32.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","116106","13254","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16510","2138","10.4","3.7","2.8","1.8","10.8","4.7","10.2","3.5","17.9","5.0","17.5","5.1","9.2","3.7","13.1","4.9","7.0","3.1","1.2","1.0","47795","6030","64956","7476","(X)","(X)","(X)","(X)","22.9","(X)",
"1600000US2707966","Brooklyn Park city, Minnesota","30074","2071","3.7","2.2","6.0","3.7","2.7","2.1","7.9","3.3","10.2","3.9","19.7","4.3","11.1","3.6","19.0","4.1","10.1","3.2","9.6","3.8","74807","6081","94382","7852","42.0","(X)","(X)","(X)","(X)","(X)","19487","1465","2.9","2.0","1.8","2.8","4.1","3.3","4.1","2.6","6.8","3.8","15.1","3.8","14.1","4.8","27.5","6.9","15.2","5.4","8.3","3.2","101311","10760","108168","8976","(X)","(X)","44.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","117699","17673","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10587","2085","5.0","4.9","13.7","9.4","3.3","3.2","16.8","8.2","16.5","7.8","26.9","10.0","6.8","4.6","6.8","4.1","2.2","2.2","2.0","2.3","43383","8452","54618","8364","(X)","(X)","(X)","(X)","36.2","(X)",
"1600000US2717000","Duluth city, Minnesota","36310","1852","7.5","1.9","4.5","1.5","6.3","1.5","10.1","2.1","13.6","2.3","17.2","2.6","13.0","2.6","15.9","2.4","6.2","1.8","5.6","1.5","61944","6497","83668","6078","41.8","(X)","(X)","(X)","(X)","(X)","17640","1139","3.4","1.9","1.1","0.8","6.8","2.6","3.1","1.9","8.5","3.0","16.5","3.6","15.7","3.6","23.5","4.3","11.1","3.6","10.3","2.9","90921","7870","117327","12245","(X)","(X)","36.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","109722","8808","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18670","1829","12.3","3.5","8.0","2.9","9.6","2.4","16.1","3.5","19.6","4.4","17.4","3.7","8.4","3.0","6.6","2.5","1.5","1.2","0.6","0.6","39084","2953","47103","3352","(X)","(X)","(X)","(X)","44.7","(X)",
"1600000US2717288","Eagan city, Minnesota","27069","1328","1.0","0.8","1.5","1.0","4.6","1.5","5.1","1.6","8.8","2.7","16.3","3.4","12.3","2.6","18.2","3.3","14.8","3.0","17.3","3.1","100490","6352","126891","8199","28.4","(X)","(X)","(X)","(X)","(X)","18029","1042","0.3","0.5","0.8","1.0","1.9","1.2","2.0","1.6","7.7","3.6","12.2","3.6","11.7","3.3","22.0","5.0","19.1","4.3","22.2","4.0","126679","9905","148188","10417","(X)","(X)","27.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","147368","13839","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9040","1344","2.5","2.2","3.6","2.7","10.1","4.1","11.3","4.6","15.7","5.5","22.1","7.5","13.4","5.0","9.5","3.4","4.9","3.2","6.8","4.3","55813","10461","79118","14908","(X)","(X)","(X)","(X)","28.0","(X)",
"1600000US2735180","Lakeville city, Minnesota","23868","1465","0.6","0.6","0.0","0.4","1.4","1.1","4.4","2.2","4.7","2.2","9.3","3.1","13.7","3.8","26.0","5.1","19.7","5.2","20.3","4.2","131125","11131","153156","10092","34.3","(X)","(X)","(X)","(X)","(X)","20362","1204","0.3","0.5","0.0","0.5","1.5","1.6","3.9","2.4","2.6","1.5","9.0","3.3","11.3","3.8","26.9","5.5","20.9","5.3","23.6","5.0","137679","9374","162779","11867","(X)","(X)","32.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","147064","14460","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3506","1132","2.1","3.6","0.0","2.9","6.7","6.3","10.4","6.8","13.9","11.9","14.1","9.2","24.6","14.5","17.8","11.5","9.3","11.3","1.2","2.0","76875","15796","80658","12954","(X)","(X)","(X)","(X)","40.5","(X)",
"1600000US2740166","Maple Grove city, Minnesota","28026","1573","0.6","0.7","0.9","0.9","5.0","2.1","2.5","1.3","5.7","2.4","12.8","3.7","10.6","3.0","28.6","5.2","16.7","4.1","16.5","4.1","117442","12341","147563","11494","37.1","(X)","(X)","(X)","(X)","(X)","19102","1191","0.0","0.5","0.0","0.5","0.6","0.6","1.8","1.3","3.2","2.6","9.7","3.8","10.1","3.3","30.0","6.4","22.2","5.6","22.3","5.9","137874","17283","170364","14933","(X)","(X)","37.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","147770","12728","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8924","1810","2.0","2.3","2.9","3.0","14.5","6.5","4.6","3.3","10.5","6.0","22.4","9.1","11.8","7.0","23.1","9.6","4.2","3.6","4.0","3.6","68574","11463","96424","30817","(X)","(X)","(X)","(X)","36.8","(X)",
"1600000US2743000","Minneapolis city, Minnesota","188681","3928","6.3","0.9","4.4","0.9","7.5","1.4","8.2","1.1","10.4","1.3","17.2","1.6","11.6","1.1","16.5","1.6","8.6","1.1","9.3","0.9","69397","2437","100172","4958","30.8","(X)","(X)","(X)","(X)","(X)","76857","2868","1.8","0.9","0.9","0.7","5.3","1.7","6.0","1.5","9.4","2.0","13.5","2.1","11.8","1.8","21.3","2.6","13.1","2.1","17.0","1.8","102959","5090","136470","8773","(X)","(X)","35.9","(X)","(X)","(X)","54302","2748","0.5","0.5","0.4","0.3","2.9","1.4","3.6","1.4","6.1","2.1","10.8","1.8","11.8","2.1","25.2","2.9","15.7","2.5","22.9","2.6","125085","8211","164354","10798","(X)","(X)","(X)","(X)","(X)","(X)","111824","4859","9.7","1.5","6.8","1.5","9.7","2.1","9.7","1.6","11.6","1.8","19.8","2.3","11.7","1.6","12.3","1.7","5.1","1.1","3.6","1.0","52357","3511","72359","6069","(X)","(X)","(X)","(X)","26.6","(X)",
"1600000US2751730","Plymouth city, Minnesota","32923","1479","2.1","1.2","1.3","0.9","3.1","2.0","4.5","1.6","10.1","3.6","13.0","3.6","13.1","3.9","16.8","3.3","11.1","2.7","24.9","4.2","106962","10955","150702","13802","35.8","(X)","(X)","(X)","(X)","(X)","21640","1038","0.2","0.3","0.2","0.3","3.1","2.9","1.5","1.0","5.3","2.7","13.2","5.1","11.8","3.9","16.9","3.5","12.8","3.5","34.9","5.7","146603","13172","184862","19958","(X)","(X)","35.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","175778","19690","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11283","1919","5.7","3.2","3.4","2.6","3.1","1.8","10.6","4.3","21.6","8.7","14.9","6.1","13.8","6.7","14.8","7.3","7.6","4.4","4.5","3.3","59145","15708","79374","11576","(X)","(X)","(X)","(X)","35.3","(X)",
"1600000US2754880","Rochester city, Minnesota","49984","1425","5.5","1.7","3.6","1.5","5.1","1.4","5.3","1.7","10.9","2.6","18.7","3.6","13.9","2.7","17.8","2.6","6.2","1.6","13.0","2.3","75902","4372","112373","9377","30.9","(X)","(X)","(X)","(X)","(X)","29326","1821","3.4","2.2","1.9","1.6","2.0","1.1","2.4","1.4","8.4","3.2","16.4","4.6","13.6","3.3","22.4","4.0","10.2","2.4","19.3","3.7","102495","9315","137812","11823","(X)","(X)","34.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","119154","14074","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20658","2132","9.7","3.3","5.3","2.6","10.3","3.1","10.1","4.2","16.6","4.9","20.5","4.8","13.6","4.4","10.0","3.2","0.3","0.4","3.5","1.8","46694","8512","70126","14298","(X)","(X)","(X)","(X)","25.8","(X)",
"1600000US2756896","St. Cloud city, Minnesota","30029","1985","7.8","3.4","6.5","3.2","8.6","4.0","8.5","3.5","16.3","4.0","18.8","4.6","12.5","3.2","12.5","3.9","5.4","2.0","3.1","1.6","53036","6767","68204","5521","46.4","(X)","(X)","(X)","(X)","(X)","16050","1498","7.9","5.2","1.1","0.9","3.1","2.3","7.2","4.1","12.4","5.1","18.8","5.7","14.9","4.7","20.7","6.6","8.5","3.3","5.4","2.8","74589","7262","88478","8481","(X)","(X)","48.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89526","14839","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13979","1973","9.5","4.8","12.6","6.6","14.9","7.2","10.1","5.2","21.2","6.1","20.2","7.2","6.5","4.5","2.4","1.6","1.9","2.4","0.6","1.0","38572","7262","42389","5519","(X)","(X)","(X)","(X)","44.0","(X)",
"1600000US2758000","St. Paul city, Minnesota","121964","3257","7.2","1.3","4.0","0.9","4.6","0.8","8.3","1.4","12.4","1.7","20.0","1.8","13.0","1.6","14.9","1.8","8.0","1.1","7.7","1.0","66098","2605","90598","4276","33.5","(X)","(X)","(X)","(X)","(X)","65008","2332","3.7","1.3","2.4","1.2","3.6","1.3","7.9","2.1","10.5","2.1","14.1","2.3","15.2","2.9","20.0","2.8","10.6","1.7","12.0","1.7","87023","5399","109254","5682","(X)","(X)","38.7","(X)","(X)","(X)","42475","2657","1.0","0.6","0.5","0.4","1.1","0.6","4.4","2.0","7.9","2.2","13.6","2.5","15.1","3.2","25.3","3.4","14.5","2.3","16.5","2.5","113668","8282","N","N","(X)","(X)","(X)","(X)","(X)","(X)","56956","3366","11.9","2.3","6.2","1.5","6.9","1.5","9.7","2.1","15.1","2.6","26.1","3.0","8.7","1.7","8.7","1.9","4.2","1.3","2.4","0.9","50085","2607","64614","6256","(X)","(X)","(X)","(X)","26.6","(X)",
"1600000US2771428","Woodbury city, Minnesota","28751","1605","2.1","1.4","0.7","0.8","4.0","1.8","1.7","1.0","5.3","2.4","13.6","3.7","12.8","3.0","20.6","4.6","17.0","5.3","22.1","5.7","114592","16324","145522","14994","32.6","(X)","(X)","(X)","(X)","(X)","21028","1441","1.6","1.5","1.3","1.5","2.4","2.0","0.4","0.5","5.4","3.1","10.9","3.5","12.1","4.0","21.1","4.9","18.5","4.9","26.4","6.8","125768","19979","158156","18020","(X)","(X)","32.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","159693","22675","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7723","1763","5.4","5.0","1.2","2.2","6.4","4.2","5.9","3.7","11.9","5.5","14.4","6.7","17.4","8.3","14.6","7.8","13.5","13.5","9.2","6.9","79081","11645","104225","23063","(X)","(X)","(X)","(X)","32.0","(X)",
"1600000US2829700","Gulfport city, Mississippi","29385","1674","12.5","4.0","6.2","2.7","9.1","3.3","15.2","4.2","10.4","3.5","19.8","5.6","8.8","2.6","12.4","3.7","2.4","1.3","3.2","1.6","43066","6246","59177","4862","43.7","(X)","(X)","(X)","(X)","(X)","17493","1918","12.4","5.8","3.7","2.8","5.2","2.9","10.9","4.3","10.1","4.5","26.4","8.7","9.7","3.6","14.4","5.5","2.9","2.0","4.4","2.4","53570","6431","67259","7579","(X)","(X)","48.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67881","9262","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11892","2100","16.0","6.2","9.8","5.6","17.6","6.2","18.4","7.3","11.4","5.6","11.0","4.2","6.9","4.3","7.1","4.3","0.8","1.2","0.9","1.4","27087","4172","41418","6824","(X)","(X)","(X)","(X)","34.5","(X)",
"1600000US2836000","Jackson city, Mississippi","62140","2120","16.8","3.1","6.2","1.9","13.6","2.7","13.3","2.5","15.9","2.8","16.0","2.9","7.5","1.9","6.6","1.6","2.1","1.0","2.0","0.8","35070","2606","50310","3475","48.8","(X)","(X)","(X)","(X)","(X)","35312","2299","10.1","3.4","5.5","2.8","10.8","3.3","13.8","3.4","15.5","3.5","19.4","4.5","8.9","2.9","9.3","2.8","3.2","1.6","3.5","1.4","44348","4453","63236","5422","(X)","(X)","55.6","(X)","(X)","(X)","14723","1804","1.7","1.5","3.4","3.8","4.1","2.7","8.7","4.1","11.0","4.6","21.2","7.6","16.0","6.0","19.4","6.0","7.1","3.7","7.5","3.5","74893","9596","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26828","2582","26.8","5.6","8.7","2.9","18.6","4.3","12.0","3.2","16.0","4.5","9.6","3.0","5.2","2.1","2.2","1.1","0.7","0.9","0.1","0.2","22061","2952","30960","3418","(X)","(X)","(X)","(X)","39.6","(X)",
"1600000US2915670","Columbia city, Missouri","50572","2224","7.5","2.8","7.3","2.5","8.8","2.2","8.6","2.9","11.3","3.0","17.5","3.7","13.7","3.2","13.7","2.9","6.2","2.0","5.5","1.7","60662","6657","79587","6653","25.6","(X)","(X)","(X)","(X)","(X)","25121","2027","4.0","2.3","1.0","0.9","6.8","2.5","2.0","1.5","6.5","2.9","15.8","4.6","20.4","5.4","22.1","5.0","10.7","3.7","10.6","3.5","92968","6371","114930","12550","(X)","(X)","32.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","104477","15422","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25451","2921","12.4","5.1","13.2","4.3","11.1","3.6","14.8","5.5","15.3","4.8","19.4","5.6","7.2","3.2","4.9","2.7","1.4","1.2","0.5","0.6","34042","4525","43237","4567","(X)","(X)","(X)","(X)","18.7","(X)",
"1600000US2935000","Independence city, Missouri","53057","2481","5.4","1.5","4.2","1.7","9.9","2.4","12.0","2.8","14.8","2.6","19.1","3.1","14.6","2.6","12.6","2.6","4.3","1.3","3.2","1.1","52919","4441","71485","6886","44.6","(X)","(X)","(X)","(X)","(X)","32280","2105","2.8","1.5","2.7","1.7","4.9","2.3","8.3","3.2","13.0","3.5","22.4","4.3","17.2","3.2","19.2","4.1","5.8","1.9","3.7","1.4","68998","5588","82621","6988","(X)","(X)","45.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82417","10955","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20777","3157","10.4","3.9","8.1","3.8","17.5","4.7","17.0","5.0","17.6","4.2","16.1","4.0","8.7","4.5","2.4","1.8","0.0","0.8","2.3","1.7","32427","3776","50434","14578","(X)","(X)","(X)","(X)","42.4","(X)",
"1600000US2938000","Kansas City city, Missouri","219020","3767","6.7","1.1","4.0","0.7","8.0","0.9","8.2","1.0","13.2","1.3","18.2","1.5","14.2","1.5","15.1","1.4","6.5","0.9","5.8","0.8","63396","1690","83593","2601","36.6","(X)","(X)","(X)","(X)","(X)","119331","3779","3.6","1.1","1.8","0.6","5.3","1.1","6.7","1.5","12.0","1.5","17.1","2.1","16.1","2.0","20.0","2.4","9.1","1.3","8.3","1.3","81658","2783","101841","4347","(X)","(X)","40.5","(X)","(X)","(X)","82939","3181","1.2","0.6","0.7","0.4","3.2","1.1","3.9","1.3","8.1","1.4","15.6","2.4","18.5","2.6","25.2","3.2","12.4","1.9","11.2","1.8","98303","4230","122530","5452","(X)","(X)","(X)","(X)","(X)","(X)","99689","4507","10.9","1.8","7.0","1.4","11.5","1.5","10.8","2.0","15.6","2.4","18.8","2.2","11.2","1.7","8.7","1.3","3.0","1.0","2.5","0.7","43109","3618","58980","3392","(X)","(X)","(X)","(X)","31.4","(X)",
"1600000US2941348","Lee's Summit city, Missouri","37795","1871","1.8","1.0","1.0","1.0","2.9","1.6","8.4","2.7","8.5","2.8","15.2","3.3","12.0","2.7","23.1","3.7","14.6","3.3","12.4","2.8","100246","9088","118634","8779","35.0","(X)","(X)","(X)","(X)","(X)","28598","1256","2.1","1.5","0.0","0.6","1.7","1.6","5.1","2.9","4.5","2.3","13.5","3.9","13.7","3.5","26.5","4.6","17.2","4.2","15.6","3.5","111947","7952","135234","11036","(X)","(X)","35.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","122781","12181","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9197","1688","3.9","3.1","4.2","3.9","6.8","3.5","16.7","5.4","23.0","8.9","23.5","7.2","5.5","4.7","12.5","6.0","3.9","2.8","0.0","1.7","45908","5242","58375","6751","(X)","(X)","(X)","(X)","27.7","(X)",
"1600000US2954074","O'Fallon city, Missouri","34412","1466","3.2","1.4","1.5","1.1","1.6","0.8","6.7","3.1","9.8","2.4","15.7","3.7","12.5","3.4","25.8","4.6","13.7","2.9","9.6","2.9","97868","8078","107214","6388","32.0","(X)","(X)","(X)","(X)","(X)","25717","1285","1.2","1.0","0.0","0.6","1.0","0.9","7.1","4.1","5.2","2.7","13.2","3.6","12.4","4.0","30.7","5.5","16.8","3.7","12.4","3.8","114110","10147","122009","7945","(X)","(X)","33.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","124749","12536","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8695","1478","9.0","4.4","6.1","4.1","4.4","2.9","9.8","4.2","23.5","7.1","22.9","7.6","9.9","4.9","11.5","5.5","2.5","2.9","0.4","0.7","48540","4956","58538","6201","(X)","(X)","(X)","(X)","26.8","(X)",
"1600000US2964082","St. Charles city, Missouri","29992","1332","5.0","1.9","2.0","1.1","4.2","1.6","5.7","1.9","13.1","3.5","18.8","4.6","12.8","3.0","19.0","3.5","11.0","2.6","8.4","2.5","76340","5789","100214","9259","27.6","(X)","(X)","(X)","(X)","(X)","18590","1133","0.5","0.8","0.9","0.9","0.9","0.7","3.4","2.2","10.0","3.6","17.7","5.4","12.9","3.8","24.6","4.9","16.8","4.1","12.4","4.0","107052","11197","126623","15215","(X)","(X)","26.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","124296","8463","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11402","1588","12.4","4.9","3.8","2.4","9.6","3.9","9.5","4.5","20.0","6.9","20.6","7.2","11.0","4.6","10.7","4.5","0.7","0.8","1.7","2.0","44707","4792","55204","6836","(X)","(X)","(X)","(X)","28.7","(X)",
"1600000US2964550","St. Joseph city, Missouri","29750","1639","7.8","2.4","6.3","2.1","11.8","3.0","9.7","2.4","16.6","3.5","16.9","3.6","13.5","3.0","8.5","2.3","3.4","1.5","5.4","2.5","46089","5999","70629","7658","30.5","(X)","(X)","(X)","(X)","(X)","16231","1523","5.7","3.2","5.7","2.7","9.3","3.1","7.0","3.1","15.8","4.3","14.9","4.0","18.4","4.7","11.2","3.9","4.1","1.7","7.8","4.0","60874","9243","82408","10274","(X)","(X)","35.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76240","4335","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13519","1544","11.3","4.4","8.0","3.1","15.5","5.4","13.3","4.4","20.0","5.2","18.6","5.8","7.1","3.3","3.5","1.7","0.3","0.4","2.5","1.9","36346","4085","51368","9412","(X)","(X)","(X)","(X)","24.2","(X)",
"1600000US2965000","St. Louis city, Missouri","139736","2863","12.7","1.7","6.0","1.2","9.1","1.5","9.5","1.2","12.8","1.6","18.5","1.7","9.5","1.1","12.8","1.4","4.9","1.0","4.2","0.7","49965","2575","68460","2732","40.1","(X)","(X)","(X)","(X)","(X)","58947","3360","7.7","2.5","4.1","1.7","6.3","1.8","6.9","1.7","12.2","2.6","20.5","2.6","9.8","1.6","18.0","2.6","7.8","1.8","6.8","1.4","63402","3318","87499","4254","(X)","(X)","44.3","(X)","(X)","(X)","31536","2123","1.2","0.9","1.5","1.0","2.1","1.4","2.8","1.5","7.7","2.5","21.9","3.5","12.6","2.6","24.3","4.4","13.3","3.0","12.6","2.5","100287","8201","N","N","(X)","(X)","(X)","(X)","(X)","(X)","80789","3099","16.9","2.6","7.6","1.7","11.4","2.3","11.9","1.8","12.7","2.1","17.1","2.1","9.0","1.8","8.6","1.4","2.6","1.1","2.2","0.7","37063","4158","53106","3501","(X)","(X)","(X)","(X)","35.7","(X)",
"1600000US2970000","Springfield city, Missouri","79232","1916","8.7","2.0","5.4","1.5","11.2","2.3","15.7","2.7","17.7","2.6","17.0","2.5","10.4","1.8","7.9","1.6","2.5","0.9","3.5","1.1","41808","1923","60529","4065","36.3","(X)","(X)","(X)","(X)","(X)","37895","2371","5.2","2.3","3.0","1.6","3.7","1.6","12.8","4.0","17.5","3.9","19.1","3.7","15.5","3.1","13.0","2.8","4.7","2.0","5.5","2.0","57402","3719","79269","7876","(X)","(X)","37.7","(X)","(X)","(X)","25992","2313","1.4","1.2","1.8","1.1","2.9","1.5","8.9","3.1","15.7","4.3","21.1","4.3","20.2","3.7","14.6","3.2","5.7","2.5","7.9","2.9","69880","10351","N","N","(X)","(X)","(X)","(X)","(X)","(X)","41337","2696","12.5","3.2","7.5","2.2","18.1","4.3","20.1","4.1","18.2","4.1","13.7","3.5","4.9","2.2","3.0","1.3","0.6","0.7","1.3","0.9","28245","2489","41497","4909","(X)","(X)","(X)","(X)","33.9","(X)",
"1600000US3006550","Billings city, Montana","50365","1518","5.1","2.0","3.3","1.6","8.7","2.0","7.9","2.2","12.5","2.4","18.8","3.5","16.6","3.7","14.8","2.7","6.8","2.4","5.4","1.5","65818","4872","84341","7054","30.2","(X)","(X)","(X)","(X)","(X)","30176","2046","5.5","3.2","1.9","1.8","3.2","1.9","5.3","2.0","8.7","2.7","20.4","4.5","14.8","3.6","22.2","3.9","10.5","3.7","7.5","2.5","82957","8082","102977","11971","(X)","(X)","29.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","102344","13163","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20189","1984","6.2","3.0","5.6","2.8","16.9","3.9","13.6","4.8","17.2","4.1","18.9","5.8","15.9","5.5","3.3","1.6","1.5","1.3","1.0","1.0","39971","3816","50204","4003","(X)","(X)","(X)","(X)","30.8","(X)",
"1600000US3050200","Missoula city, Montana","33744","1332","4.4","2.1","6.3","2.8","7.9","2.6","9.1","3.0","14.8","3.8","17.9","3.9","10.4","3.2","12.9","3.4","6.4","2.7","9.8","3.1","63270","7318","94130","11945","38.9","(X)","(X)","(X)","(X)","(X)","16473","1323","5.1","3.9","3.3","4.0","1.5","1.9","6.5","4.7","8.8","4.1","14.7","4.4","12.1","5.3","22.5","5.8","10.3","4.7","15.1","5.3","92935","16673","118288","14222","(X)","(X)","41.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","117113","20590","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17271","1681","5.7","3.5","9.2","3.7","12.0","4.2","12.7","4.1","22.9","7.1","22.2","6.2","6.3","3.5","4.3","2.7","2.4","2.6","2.3","1.9","43275","4986","64116","16712","(X)","(X)","(X)","(X)","36.4","(X)",
